Postion|$|title|$|website|$|location|$|rating|$|reviews|$|hourlyRate|$|miniProjSize|$|empSize
2584|$|IT Solution24x7|$|https://itsolution24x7.com|$|Toronto, Canada|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2585|$|Softaware Ltd.|$|https://softaware.io/|$|Sofia, Bulgaria|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2586|$|Appinop Technologies|$|https://appinop.com|$|Jaipur, India|$|4.8|$|10 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2587|$|Publex|$|https://publex.games/|$|Netanya, Israel|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2588|$|Skytz Software Labs|$|https://www.skytzsoftwarelabs.com|$|Chandigarh, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2589|$|Wilson Wings|$|https://wilsonwings.com/|$|Bengaluru, India|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2590|$|Quartus Technology|$|http://www.quartustechnology.com|$|Darien, CT|$|4.5|$|4 reviews|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
2591|$|EGGHEAD Experts|$|https://eggheadexperts.com/|$|Ahmedabad, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2592|$|JetSoftPro|$|https://jetsoftpro.com/|$|L'viv, Ukraine|$|4.8|$|29 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2593|$|IndianAppDevelopers (IAD) Company|$|http://www.indianappdevelopers.com/|$|Ahmedabad, India|$|5.0|$|1 review|$|< $25 / hr|$|Undisclosed|$|10 - 49
2594|$|ADe Technologies, Inc.|$|https://www.ade-technologies.com|$|Pensacola, FL|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2595|$|Fourtek IT Solutions Pvt Ltd|$|https://www.fourtek.com/?utm_source=clutch.co&utm_medium=referral|$|Noida, India|$|4.9|$|5 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2596|$|RUBICON|$|https://www.rubicon-world.com|$|Sarajevo, Bosnia and Herzegovina|$|4.8|$|10 reviews|$|Undisclosed|$|$5,000+|$|10 - 49
2597|$|Serious Web|$|https://seriousweb.org/|$|Yerevan, Armenia|$|5.0|$|9 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2598|$|Cogent Commerce|$|https://cogentcommerce.com/|$|Ahmedabad, India|$|5.0|$|6 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2599|$|Cuberto|$|http://www.cuberto.com/|$|London, United Kingdom|$|4.6|$|9 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
2600|$|Trust Infoways|$|https://trustinfoways.com/|$|Ahmedabad, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2601|$|Young Decade IT Software Solution|$|http://youngdecade.com/|$|Indore, India|$|5.0|$|11 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2602|$|XpertSolvers|$|https://xpertsolvers.com|$|Dhaka, Bangladesh|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2603|$|Makers' Den|$|http://makersden.io|$|Berlin, Germany|$|4.9|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2604|$|SayOne Technologies|$|https://www.sayonetech.com/?utm_source=clutch.co&utm_medium=clutch-contact&utm_campaign=clutch&utm_content=company-profile|$|Kochi, India|$|4.8|$|16 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2605|$|Stanga1|$|http://www.stanga.net/|$|Sofia, Bulgaria|$|4.8|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|250 - 999
2606|$|Hocrox Infotech|$|http://hocrox.com/|$|Sahibzada Ajit Singh Nagar, India|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2607|$|Future Help Designs|$|http://FutureHelpDesigns.com|$|Pontiac, MI|$|4.5|$|2 reviews|$|$100 - $149 / hr|$|Undisclosed|$|10 - 49
2608|$|j:Mind.Systems|$|https://jmind.systems|$|Kyiv, Ukraine|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$50,000+|$|50 - 249
2609|$|Hapteq|$|https://www.hapteq.in/|$|Warangal, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
2610|$|Codemask|$|https://codemask.com|$|Rzeszów, Poland|$|4.8|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2611|$|Informatics Commerce Inc|$|http://www.informaticscommerce.com|$|Houston, TX|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2612|$|Machinery|$|http://www.machinery.agency/|$|Zagreb, Croatia|$|5.0|$|11 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2613|$|Thunderrise|$|https://thunderrise.com/|$|Krakow, Poland|$|4.5|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2614|$|BMS Innolabs Software Pvt.Ltd|$|http://bmsils.com/contact|$|Bengaluru, India|$|4.5|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2615|$|AOD.space|$|https://aod.am/|$|Yerevan, Armenia|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2616|$|Liquid Technologies|$|http://www.liqteq.com/|$|Houston, TX|$|4.9|$|9 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2617|$|Attalla Digital|$|https://attalla.com.au/|$|Melbourne, Australia|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$25,000+|$|2 - 9
2618|$|MWDN|$|http://mwdn.com/?utm_source=themanifest.com&utm_medium=referral&utm_campaign=directory|$|Tel Aviv, Israel|$|4.9|$|6 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
2619|$|OINO|$|https://oino.tech/|$|Austin, TX|$|4.7|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2620|$|Eagle IT Solutions|$|https://eagle.mk/|$|Struga, North Macedonia|$|4.8|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2621|$|VenturiX Solutions|$|https://venturix.solutions|$|Alexandria, VA|$|5.0|$|2 reviews|$|Undisclosed|$|$10,000+|$|50 - 249
2622|$|Cloudowl|$|https://cloudowl.com|$|Edmonton, Canada|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$1,000+|$|10 - 49
2623|$|Survin IT Solutions|$|http://survinitsolutions.com/|$|Jaipur, India|$|5.0|$|14 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2624|$|Go Wombat|$|https://gowombat.team/|$|Dnipro, Ukraine|$|5.0|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|50 - 249
2625|$|GTS Infosoft LLP|$|https://www.gtsinfosoft.com|$|Jodhpur, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2626|$|WECODE|$|http://www.wecode.online|$|Khmelnytskyi, Ukraine|$|5.0|$|1 review|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2627|$|ITW Consulting|$|https://www.itwconsulting.com/web-design/|$|Toronto, Canada|$|5.0|$|4 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2628|$|Agilie|$|http://agilie.com|$|Dnipro, Ukraine|$|4.9|$|5 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2629|$|Deviark|$|http://www.deviark.com|$|Lviv, Ukraine|$|5.0|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2630|$|Cyboticx|$|https://cyboticx.com|$|New York, NY|$|4.9|$|5 reviews|$|$100 - $149 / hr|$|$25,000+|$|10 - 49
2631|$|Fleapo Corporation|$|https://fleapo.com|$|Kolkata, India|$|4.9|$|7 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2632|$|Uran Company|$|http://urancompany.com/|$|Plovdiv, Bulgaria|$|5.0|$|10 reviews|$|$25 - $49 / hr|$|$5,000+|$|50 - 249
2633|$|Vnnovate Solutions|$|http://www.vnnovate.com|$|Ahmedabad, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2634|$|Rokk|$|https://rokk.co.uk|$|London, United Kingdom|$|5.0|$|1 review|$|$100 - $149 / hr|$|$10,000+|$|10 - 49
2635|$|Software Station|$|https://softwarestation.io/?utm_source=clutch.co&utm_medium=referral|$|Kharkiv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2636|$|HSTK Haystack|$|https://hstk.com|$|Phoenix, AZ|$|5.0|$|3 reviews|$|$150 - $199 / hr|$|$10,000+|$|10 - 49
2637|$|Mobiweb|$|https://www.mobiweb.co.uk|$|Porto, Portugal|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2638|$|Appliable|$|https://appliable.eu|$|Bratislava, Slovakia|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2639|$|NFQ Technologies|$|http://www.nfq.lt|$|Kaunas, Lithuania|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$50,000+|$|250 - 999
2640|$|Nebucode|$|https://nebucode.com|$|Warszawa, Poland|$|4.7|$|11 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
2641|$|ValueLabs|$|https://www.valuelabs.com/|$|Hyderabad, India|$|4.3|$|3 reviews|$|Undisclosed|$|Undisclosed|$|1,000 - 9,999
2642|$|Software Development Europe|$|http://www.sdeusa.com/|$|Durham, NC|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
2643|$|Ondevia|$|https://www.ondevia.com|$|Kyiv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2644|$|Logidots Technologies|$|https://logidots.com|$|Thiruvananthapuram, India|$|4.7|$|8 reviews|$|< $25 / hr|$|$10,000+|$|10 - 49
2645|$|MoveoApps|$|http://www.moveoapps.com/|$|San Diego, CA|$|5.0|$|4 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
2646|$|HacknCraft|$|http://www.HacknCraft.com|$|New York, NY|$|4.9|$|7 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2647|$|20miles|$|https://20miles.co.uk|$|London, United Kingdom|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2648|$|Nougat Technologies|$|https://www.nougattechnologies.co.tz/|$|Arusha, Tanzania|$|4.8|$|2 reviews|$|$50 - $99 / hr|$|$1,000+|$|2 - 9
2649|$|VertexHub | Mobile App Development|$|https://vertexhub.app|$|Lagos, Nigeria|$|5.0|$|2 reviews|$|$150 - $199 / hr|$|$25,000+|$|10 - 49
2650|$|freevision|$|https://www.freevision.co|$|Bratislava, Slovakia|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2651|$|Innovantes IT Solutions LLP|$|https://www.theinnovantes.com|$|Sahibzada Ajit Singh Nagar, India|$|4.9|$|13 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2652|$|RadicalStart|$|https://www.rentallscript.com/|$|Sathamangalam, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
2653|$|ZONK Digital|$|https://www.zonk.ro/|$|București, Romania|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2654|$|MITRIX Technology|$|https://mitrix.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Warszawa, Poland|$|4.9|$|8 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2655|$|Ridge Infosoft|$|https://ridgeinfosoft.com/|$|Ahmedabad, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$1,000+|$|2 - 9
2656|$|AleaIT Solutions|$|https://www.aleaitsolutions.com/|$|Jaipur, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2657|$|SP Software Technologies|$|http://www.spsoftindia.com|$|Pune, India|$|5.0|$|3 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
2658|$|Ajackus|$|https://ajackus.com|$|Mumbai, India|$|5.0|$|9 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2659|$|OPORASOLUTIONS LLC|$|https://oporasolutions.com|$|L'viv, Ukraine|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2660|$|MetaLabs|$|https://www.metalabs.software/|$|Montevideo, Uruguay|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|2 - 9
2661|$|Appentus Technologies|$|https://appentus.com|$|Jaipur, India|$|4.8|$|7 reviews|$|$25 - $49 / hr|$|$25,000+|$|50 - 249
2662|$|Appcare|$|https://appcare.co.in|$|Hyderabad, India|$|4.6|$|5 reviews|$|< $25 / hr|$|Undisclosed|$|10 - 49
2663|$|Softclaire|$|http://www.softclaire.com|$|București, Romania|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2664|$|Amoniac OU|$|https://amoniac.eu|$|Tallinn, Estonia|$|4.9|$|9 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
2665|$|Olava|$|https://www.olava.io|$|Los Angeles, CA|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$10,000+|$|50 - 249
2666|$|B-MIND Software House|$|https://b-mind.co|$|Poznań, Poland|$|4.5|$|10 reviews|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2667|$|Byndyusoft|$|https://byndyusoft.com|$|London, United Kingdom|$|5.0|$|6 reviews|$|$50 - $99 / hr|$|Undisclosed|$|50 - 249
2668|$|PGS Software|$|https://www.pgs-soft.com/|$|Wrocław, Poland|$|4.7|$|6 reviews|$|$50 - $99 / hr|$|$10,000+|$|250 - 999
2669|$|The Kirin Lab|$|https://www.thekirinlab.com/|$|Singapore, Singapore|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2670|$|Augmetic|$|https://www.augmetic.co.uk|$|London, United Kingdom|$|5.0|$|4 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2671|$|Zaptech Solutions|$|http://www.zaptechsolutions.com|$|Ahmedabad, India|$|4.6|$|6 reviews|$|< $25 / hr|$|Undisclosed|$|250 - 999
2672|$|codExalters Techlabs|$|https://codexalters.com|$|Ahmedabad, India|$|5.0|$|2 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2673|$|iSKY.SOLUTIONS|$|https://isky.solutions|$|Dnipro, Ukraine|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2674|$|OPTIMUMITAPPS|$|https://www.optimumitapps.com|$|Rajkot, India|$|5.0|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2675|$|Flutter Agency|$|https://flutteragency.com/|$|Crawfordville, FL|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2676|$|Redmonkey|$|https://redmonkey.tech/|$|Uzhhorod, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2677|$|Teque - Bespoke Applications|$|https://www.teque.co.uk|$|London, United Kingdom|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2678|$|MobiCommerce|$|https://www.mobicommerce.net|$|Irving, TX|$|4.8|$|8 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
2679|$|DipDev Studio|$|https://dipdev.studio|$|Kharkiv, Ukraine|$|4.5|$|1 review|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2680|$|GoGrow|$|https://gogrow.dev|$|New York, NY|$|4.5|$|10 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2681|$|Aipxperts Technolabs Private Limited|$|http://www.aipxperts.com|$|Ahmedabad, India|$|5.0|$|9 reviews|$|< $25 / hr|$|$10,000+|$|50 - 249
2682|$|Extrawest GmbH|$|https://www.extrawest.com/|$|Zug, Switzerland|$|5.0|$|5 reviews|$|$50 - $99 / hr|$|$5,000+|$|50 - 249
2683|$|Codebuddy Pvt. Ltd.|$|https://codebuddy.co/|$|Kolkata, India|$|5.0|$|12 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2684|$|CodePlateau Technologies|$|https://www.codeplateau.com|$|Pune, India|$|5.0|$|3 reviews|$|Undisclosed|$|Undisclosed|$|10 - 49
2685|$|Sigosoft|$|http://www.sigosoft.com|$|Pantheeramkavu, India|$|5.0|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2686|$|CodeWave|$|https://codewave.eu|$|Wrocław, Poland|$|5.0|$|13 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2687|$|Mindster|$|https://mindster.com|$|Kozhikode, India|$|4.8|$|13 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2688|$|Ironbit|$|http://www.ironbit.com/|$|Ciudad de México, Mexico|$|4.5|$|1 review|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
2689|$|Kaspon Techworks Pvt. Ltd.|$|http://www.kaspontech.com|$|Chennai, India|$|4.5|$|1 review|$|$50 - $99 / hr|$|$25,000+|$|50 - 249
2690|$|E1SOL|$|https://e1sol.com|$|Lahore, Pakistan|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2691|$|Peregrine InfoWorld|$|http://www.peregrineinfoworld.com|$|Jersey City, NJ|$|4.9|$|4 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2692|$|NoA Ignite Poland (formerly Making Waves Poland)|$|http://www.noaignite.pl|$|Kraków, Poland|$|4.8|$|9 reviews|$|$50 - $99 / hr|$|$75,000+|$|50 - 249
2693|$|Apptomistic|$|http://www.apptomistic.com|$|Keego Harbor, MI|$|5.0|$|5 reviews|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2694|$|Inventively Ltd|$|https://inventively.eu/|$|London, United Kingdom|$|5.0|$|2 reviews|$|$50 - $99 / hr|$|$1,000+|$|2 - 9
2695|$|Codein Software|$|https://codein.software/|$|Kyiv, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2696|$|GRT|$|http://grt-team.com/|$|Ivano-Frankivsk, Ukraine|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2697|$|All Star Technology|$|http://allstartech.net/|$|Irvine, CA|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$10,000+|$|250 - 999
2698|$|AMIGO|$|http://amigo.studio|$|Chișinău, Moldova|$|5.0|$|7 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2699|$|Elegant Designs - Mobile App & Web Developers|$|http://Elegant-designs.net|$|Toronto, Canada|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2700|$|Pegasus One|$|https://www.pegasusone.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Fullerton, CA|$|4.9|$|7 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2701|$|Cartisien Interactive|$|https://cartisien.com|$|Greenville, SC|$|5.0|$|2 reviews|$|$100 - $149 / hr|$|$10,000+|$|2 - 9
2702|$|TOPS Infosolutions Pvt. Ltd.|$|http://www.topsinfosolutions.com|$|Fremont, CA|$|4.9|$|7 reviews|$|< $25 / hr|$|$1,000+|$|50 - 249
2703|$|CreITive - Beyond Digital|$|http://www.creitive.com|$|Dubai, United Arab Emirates|$|4.8|$|6 reviews|$|$50 - $99 / hr|$|$25,000+|$|10 - 49
2704|$|App2Perfect|$|http://app2perfect.com|$|Sopot, Poland|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|2 - 9
2705|$|Zonex Technologies Private Limited|$|https://zonex.in/?utm_source=clutch.co&utm_medium=referral|$|Jaipur, India|$|5.0|$|5 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2706|$|AlterPage|$|https://alterpage.pl/|$|Warszawa, Poland|$|4.8|$|3 reviews|$|$25 - $49 / hr|$|Undisclosed|$|10 - 49
2707|$|Jazzy.pro|$|https://jazzy.pro|$|Gliwice, Poland|$|4.7|$|3 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2708|$|Forastar Technologies|$|http://www.forastar.co/|$|Ahmedabad, India|$|4.8|$|2 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2709|$|LuminFire|$|http://luminfire.com|$|Minneapolis, MN|$|5.0|$|1 review|$|$150 - $199 / hr|$|$1,000+|$|10 - 49
2710|$|BrewApps, LLC|$|https://www.thebrewapps.com/|$|Sheridan, WY|$|5.0|$|5 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2711|$|Brain Bytes Creative|$|http://www.brainbytescreative.com|$|Atlanta, GA|$|4.9|$|18 reviews|$|$150 - $199 / hr|$|$10,000+|$|10 - 49
2712|$|InAllMedia|$|http://inallmedia.com|$|Seattle, WA|$|5.0|$|1 review|$|$25 - $49 / hr|$|Undisclosed|$|2 - 9
2713|$|Lee and Nee|$|https://lnsel.com/|$|Kolkata, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|50 - 249
2714|$|ITCube Solutions Pvt. Ltd.|$|http://www.itcube.net|$|Cincinnati, OH|$|4.7|$|8 reviews|$|$25 - $49 / hr|$|$25,000+|$|250 - 999
2715|$|GTC|$|https://gtcsys.com|$|Ahmedabad, India|$|4.6|$|7 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2716|$|MobileApp24|$|https://mobileapp24.com/en/|$|Rīga, Latvia|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2717|$|Redentu|$|https://redentu.com|$|L'viv, Ukraine|$|5.0|$|4 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2718|$|OptimumBrew Technology|$|http://optimumbrew.com/|$|Surat, India|$|5.0|$|1 review|$|< $25 / hr|$|$10,000+|$|50 - 249
2719|$|AHD Technology|$|https://ahdtech.com/|$|Gaza, Palestine, State of|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2720|$|The Digital Embassy|$|https://www.thedigitalembassy.co/|$|Adelaide, Australia|$|5.0|$|2 reviews|$|Undisclosed|$|$25,000+|$|10 - 49
2721|$|DroppTech|$|https://droppgroup.com|$|Kaiserslautern, Germany|$|4.8|$|3 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2722|$|Audacia|$|http://www.audacia.co.uk/?utm_source=clutch.co&utm_medium=referral|$|Leeds, United Kingdom|$|4.9|$|5 reviews|$|$100 - $149 / hr|$|$25,000+|$|50 - 249
2723|$|Cojitsu|$|https://cojitsu.com|$|Gdańsk, Poland|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|2 - 9
2724|$|Lean Start Lab|$|http://leanstartlab.com|$|Kansas City, MO|$|4.8|$|11 reviews|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
2725|$|Invonto|$|https://www.invonto.com/|$|New York, NY|$|4.8|$|3 reviews|$|$100 - $149 / hr|$|$50,000+|$|10 - 49
2726|$|Sube Agencia Digital|$|http://www.subeagenciadigital.com/|$|Ciudad de México, Mexico|$|4.4|$|4 reviews|$|Undisclosed|$|$10,000+|$|10 - 49
2727|$|YapApp India Pvt Ltd|$|https://www.yapapp.net/|$|Sahibzada Ajit Singh Nagar, India|$|5.0|$|2 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
2728|$|Vokal|$|http://www.vokal.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory|$|Chicago, IL|$|4.8|$|5 reviews|$|$150 - $199 / hr|$|$50,000+|$|10 - 49
2729|$|INFINITY-UP|$|https://infinityup.org/|$|Lahore, Pakistan|$|5.0|$|1 review|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2730|$|True Value Infosoft Private Limited|$|http://www.truevalueinfosoft.com|$|Jaipur, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
2731|$|Aquarious Technology Pvt Ltd|$|https://www.theaquarious.com/|$|Kolkata, India|$|4.5|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2732|$|YUQIO Games and Apps|$|http://yuqio.com|$|Kiev, Ukraine|$|5.0|$|7 reviews|$|$25 - $49 / hr|$|$1,000+|$|50 - 249
2733|$|Tridhya Tech Private Limited|$|http://www.tridhya.com|$|Ahmedabad, India|$|4.8|$|14 reviews|$|< $25 / hr|$|$5,000+|$|50 - 249
2734|$|Data Intellect|$|http://dataintellect.co.za|$|Randburg, South Africa|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
2735|$|Webdesign7|$|https://www.webdesign7.co.uk/|$|London, United Kingdom|$|5.0|$|3 reviews|$|$50 - $99 / hr|$|$5,000+|$|2 - 9
2736|$|Smarther|$|http://www.smarther.co|$|Chennai, India|$|5.0|$|1 review|$|< $25 / hr|$|$1,000+|$|10 - 49
2737|$|BMV System Integration Pvt. Ltd.|$|http://www.systemintegration.in|$|Ahmedabad, India|$|5.0|$|10 reviews|$|< $25 / hr|$|$1,000+|$|10 - 49
2738|$|Inventale Custom Projects|$|https://invenpro.tech/|$|الفجيرة, United Arab Emirates|$|5.0|$|1 review|$|$50 - $99 / hr|$|$5,000+|$|10 - 49
2739|$|Phalanx Digital Inc.|$|http://www.wearephalanx.com|$|Mechanicsburg, PA|$|5.0|$|3 reviews|$|$100 - $149 / hr|$|$5,000+|$|2 - 9
2740|$|Appquipo|$|https://appquipo.com/|$|Jaipur, India|$|4.6|$|4 reviews|$|< $25 / hr|$|$5,000+|$|10 - 49
2741|$|Acklen Avenue Software|$|http://www.acklenavenue.com|$|Nashville, TN|$|4.9|$|5 reviews|$|Undisclosed|$|$100,000+|$|50 - 249
2742|$|Pulilab|$|http://www.pulilab.com/|$|Budapest, Hungary|$|4.7|$|5 reviews|$|$50 - $99 / hr|$|Undisclosed|$|10 - 49
2743|$|Brainbean Apps|$|https://brainbeanapps.com|$|Tallinn, Estonia|$|4.9|$|8 reviews|$|$25 - $49 / hr|$|$25,000+|$|10 - 49
2744|$|Leverage IT|$|http://www.leverage.it|$|Detroit, MI|$|4.8|$|5 reviews|$|$100 - $149 / hr|$|$5,000+|$|10 - 49
2745|$|Webmigrates Technologies|$|http://www.webmigrates.com|$|Surat, India|$|5.0|$|9 reviews|$|< $25 / hr|$|$50,000+|$|10 - 49
2746|$|SDD Technology|$|https://www.sdd-technology.com/|$|Kyiv, Ukraine|$|4.8|$|8 reviews|$|$25 - $49 / hr|$|$10,000+|$|10 - 49
2747|$|RunProf LLC|$|https://www.runprof.com|$|Alexandria, Egypt|$|5.0|$|3 reviews|$|$25 - $49 / hr|$|$1,000+|$|10 - 49
2748|$|Ukrosoft|$|https://curly.click/r/1dec|$|Kyiv, Ukraine|$|4.9|$|6 reviews|$|$25 - $49 / hr|$|$5,000+|$|10 - 49
2749|$|Blink|$|https://blinkux.com/|$|Seattle, WA|$|5.0|$|1 review|$|$200 - $300 / hr|$|$25,000+|$|50 - 249
2750|$|Emvigo Technologies Ltd|$|https://www.emvigotech.com|$|London, United Kingdom|$|4.8|$|21 reviews|$|$25 - $49 / hr|$|$10,000+|$|50 - 249
2751|$|Headstartt Marketing Inc.|$|http://www.headstartt.co|$|Vancouver, Canada|$|5.0|$|1 review|$|$50 - $99 / hr|$|$10,000+|$|10 - 49
